App ID,VM,Host Environment,OS,# of CPUs,Memory,Disk (GB),DB Instance Count,PeakCPU%
7422,ODC003LNGP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,116,,100
7456,ODC003LNGP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,116,,100
5057,ODC003LNIP01,Production,Red Hat Enterprise Linux 6 (64-bit),6,8,368,,100
5057,ODC003LNIP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,431,,100
7425,ODC003LNIP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,431,,100
7456,ODC003LNIP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,431,,100
5057,ODC003LNIP03,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,453,,100
7400,ODC003LNIP03,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,453,,100
5057,ODC003LNIP04,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,273,,100
7400,ODC003LNIP04,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,273,,100
5057,ODC003LNMP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,453,,100
7400,ODC003LNMP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,453,,100
5057,ODC003LNMP02,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,453,,100
7400,ODC003LNMP02,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,453,,100
5057,ODC003LNMP03,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,413,,100
7400,ODC003LNMP03,Production,Red Hat Enterprise Linux 6 (64-bit),2,6,413,,100
1303,ODC003PAYP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,185,,100
1303,ODC003PAYT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,4,185,,100
9316,odc003pdbp01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,593,,100
9316,odc003pdbp02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,118,,100
6393,ODC003PNGP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
7189,ODC003PNGP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
9316,ODC003PNGP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
6393,ODC003PNGP03,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
7189,ODC003PNGP03,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
9316,ODC003PNGP03,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
1301,ODC003PSSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,502,,100
1303,ODC003PSSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,502,,100
7089,ODC003PSSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,502,,100
7039,ODC003RMAP01,Production,Microsoft Windows Server 2012 (64-bit),2,12,825,,100
7039,ODC003RMAP02,Production,Microsoft Windows Server 2012 (64-bit),2,12,475,,100
9099,ODC003RMSP01,Production,Microsoft Windows Server 2012 (64-bit),2,4,135,,100
9099,ODC003RMSP02,Production,Microsoft Windows Server 2012 (64-bit),4,8,165,,100
9099,ODC003RMSP03,Production,Microsoft Windows Server 2012 (64-bit),8,24,1470,,100
7048,ODC003VAMD04,Development,Microsoft Windows Server 2008 R2 (64-bit),2,16,164,,100
7187,ODC003VAMD04,Development,Microsoft Windows Server 2008 R2 (64-bit),2,16,164,,100
7048,ODC003VAMP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,144,,100
7187,ODC003VAMP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,144,,100
8135,ODC003WLAP02,Production,Red Hat Enterprise Linux 6 (64-bit),4,8,145,,100
8135,ODC003WLAP03,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,145,,100
8135,ODC003WLAT02,Test,-,4,8,150,,100
8135,ODC003WLAT03,Test,Red Hat Enterprise Linux 6 (64-bit),2,4,145,,100
11362,ODC004AIEP01,Production,Other 2.6.x Linux (64-bit),4,4,244.14,,100
11362,ODC004AIEP02,Production,FreeBSD (64-bit),2,4,8,,100
496,ODC004AMEP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,220,,100
599,ODC004CLPP01,Production,Red Hat Enterprise Linux 6 (64-bit),1,4,72,,100
599,ODC004CLPP02,Production,Red Hat Enterprise Linux 6 (64-bit),1,4,93,,100
599,ODC004CLPP03,Production,Red Hat Enterprise Linux 6 (64-bit),2,16,215,,100
599,ODC004CLPS01,Staging,Red Hat Enterprise Linux 6 (64-bit),1,4,72,,100
599,ODC004CLPS02,Staging,Red Hat Enterprise Linux 6 (64-bit),1,4,83,,100
599,ODC004CLPS03,Staging,Red Hat Enterprise Linux 6 (64-bit),1,8,215,,100
5229,ODC004DATP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,2,92,,100
5896,ODC004EQAS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,96,,100
9100,ODC004EQAS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,96,,100
5896,ODC004EQAS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,136,,100
9100,ODC004EQAS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,136,,100
5896,ODC004EQAS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,645,,100
9100,ODC004EQAS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,645,,100
5896,ODC004EQAS04,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,96,,100
9100,ODC004EQAS04,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,96,,100
6848,ODC004FAZP01,Production,Other (64-bit),4,16,82,,100
6848,ODC004FMGP01,Production,Other 2.6.x Linux (64-bit),2,4,82,,100
9240,ODC004FVMP01,Production,Other (64-bit),2,4,55,,100
3808,ODC004GIMS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
4918,ODC004GIMS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
7493,ODC004GIMS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
3808,ODC004GIMS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
4918,ODC004GIMS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
7493,ODC004GIMS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
3808,ODC004GIMS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,24,6580,,100
4918,ODC004GIMS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,24,6580,,100
7493,ODC004GIMS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,24,6580,,100
3808,ODC004GIMS04,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,96,,100
4918,ODC004GIMS04,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,96,,100
7493,ODC004GIMS04,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,96,,100
129,ODC004GLOP01,Production,Red Hat Enterprise Linux 6 (64-bit),1,6,56,,100
129,ODC004GLOP02,Production,Red Hat Enterprise Linux 6 (64-bit),1,8,91,,100
9177,ODC004ILGP02,Production,CentOS 4/5/6/7 (64-bit),2,8,215,,100
9177,ODC004ILGP03,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9177,ODC004ILGP04,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9177,ODC004ILGP05,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9360,ODC004ISAP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,805,,100
9360,ODC004ISAP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,2480,,100
9360,ODC004ISAP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,605,,100
9360,ODC004ISAP04,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,605,,100
9360,ODC004ISAP05,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,605,,100
9360,ODC004ISAP06,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,605,,100
9360,ODC004ISAP07,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,605,,100
7168,ODC004MSLP01,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,205,,100
7168,ODC004MSLP02,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,205,,100
7168,ODC004MSLP03,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,205,,100
7168,ODC004MSLP05,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,358,,100
7168,ODC004MSLP06,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,358,,100
7168,ODC004MSLP07,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,358,,100
7168,ODC004MSLP08,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,358,,100
7168,ODC004MSLP09,Production,Microsoft Windows Server 2008 R2 (64-bit),16,32,255,,100
7168,ODC004MSLP11,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,245,,100
7168,ODC004MSLP12,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,245,,100
7168,ODC004MSLP14,Production,Microsoft Windows Server 2008 R2 (64-bit),8,31,205,,100
7168,ODC004MSLP15,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,610,,100
7168,ODC004MSLP16,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,610,,100
7168,ODC004MSLP17,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,245,,100
7168,ODC004MSLP18,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,245,,100
7081,ODC004NKRP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,177,,100
10335,ODC004NKRP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,177,,100
7081,ODC004NKRP02,Production,Red Hat Enterprise Linux 6 (64-bit),8,64,1130,,100
10335,ODC004NKRP02,Production,Red Hat Enterprise Linux 6 (64-bit),8,64,1130,,100
7081,ODC004NKRP04,Production,Red Hat Enterprise Linux 6 (64-bit),8,24,1130,,100
10335,ODC004NKRP04,Production,Red Hat Enterprise Linux 6 (64-bit),8,24,1130,,100
7081,ODC004NKRP05,Production,Red Hat Enterprise Linux 6 (64-bit),8,24,1130,,100
10335,ODC004NKRP05,Production,Red Hat Enterprise Linux 6 (64-bit),8,24,1130,,100
7081,ODC004NKRP06,Production,Red Hat Enterprise Linux 6 (64-bit),8,24,1130,,100
10335,ODC004NKRP06,Production,Red Hat Enterprise Linux 6 (64-bit),8,24,1130,,100
7081,ODC004NKRP07,Production,SUSE Linux Enterprise 11 (64-bit),4,4,17,,100
10335,ODC004NKRP07,Production,SUSE Linux Enterprise 11 (64-bit),4,4,17,,100
7081,ODC004NKRP08,Production,SUSE Linux Enterprise 11 (64-bit),4,4,17,,100
10335,ODC004NKRP08,Production,SUSE Linux Enterprise 11 (64-bit),4,4,17,,100
7081,ODC004NKRP12,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,157,,100
10335,ODC004NKRP12,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,157,,100
7081,ODC004NKRP13,Production,Red Hat Enterprise Linux 6 (64-bit),1,8,84,,100
10335,ODC004NKRP13,Production,Red Hat Enterprise Linux 6 (64-bit),1,8,84,,100
1216,ODC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
1641,ODC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
1646,ODC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
5041,ODC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
6157,ODC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
7196,ODC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
7575,ODC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
9316,ODC004PDBS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,300,,100
9316,ODC004PDBS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,118,,100
7039,ODC004QERP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,20,275,,100
7039,ODC004QERP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,299,,100
7039,ODC004QERP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,145,,100
8615,ODC004QMTP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,95,,100
8615,ODC004QMTP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,95,,100
9099,ODC004RMSS01,Staging,Microsoft Windows Server 2012 (64-bit),2,4,135,,100
9099,ODC004RMSS02,Staging,Microsoft Windows Server 2012 (64-bit),4,8,165,,100
9099,ODC004RMSS03,Staging,Microsoft Windows Server 2012 (64-bit),8,24,1470,,100
8238,ODC004SOAP01,Production,Other 2.6.x Linux (64-bit),2,16,1130,,100
8238,ODC004SOAP02,Production,Other 2.6.x Linux (64-bit),2,16,1130,,100
8238,ODC004SOAP03,Production,Debian GNU/Linux 5 (64-bit),2,8,701,,100
8238,ODC004SOAP04,Production,Red Hat Enterprise Linux 6 (64-bit),1,4,536,,100
8238,ODC004SOAP05,Production,Red Hat Enterprise Linux 6 (64-bit),1,4,536,,100
6891,ODC004SPLP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
7053,ODC004SPLP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
8615,ODC004SPLP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
6891,ODC004SPLS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
7053,ODC004SPLS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
8615,ODC004SPLS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
6891,ODC004SPLS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,403,,100
7053,ODC004SPLS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,403,,100
8615,ODC004SPLS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,403,,100
7048,ODC004VAMP01,Production,Microsoft Windows Server 2012 (64-bit),2,8,145,,100
7187,ODC004VAMP01,Production,Microsoft Windows Server 2012 (64-bit),2,8,145,,100
7048,ODC004VAMP02,Production,Microsoft Windows Server 2012 (64-bit),4,16,250,,100
7187,ODC004VAMP02,Production,Microsoft Windows Server 2012 (64-bit),4,16,250,,100
7048,ODC004VAMP03,Production,Microsoft Windows Server 2012 (64-bit),4,16,2580,,100
7187,ODC004VAMP03,Production,Microsoft Windows Server 2012 (64-bit),4,16,2580,,100
7048,ODC004VAMP04,Production,Microsoft Windows Server 2012 (64-bit),2,8,585,,100
7187,ODC004VAMP04,Production,Microsoft Windows Server 2012 (64-bit),2,8,585,,100
7048,ODC004VAMP05,Production,Microsoft Windows Server 2012 (64-bit),4,16,2010,,100
7187,ODC004VAMP05,Production,Microsoft Windows Server 2012 (64-bit),4,16,2010,,100
7048,ODC004VAMP06,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,143,,100
7187,ODC004VAMP06,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,143,,100
11362,ODC005AIET01,Test,Other 2.6.x Linux (64-bit),2,4,244.14,,100
11362,ODC005AIET02,Test,FreeBSD (64-bit),2,4,8,,100
11362,ODC005AIET03,Test,Other 2.6.x Linux (64-bit),4,4,78.12,,100
11362,ODC005AIET04,Test,Microsoft Windows Server 2008 R2 (64-bit),2,2,150,,100
11362,ODC005AIET05,Test,Microsoft Windows Server 2008 R2 (64-bit),2,2,150,,100
698,ODC005ATDD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,345,,100
6455,ODC005ATDD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,345,,100
6461,ODC005ATDD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,345,,100
6970,ODC005ATDD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,345,,100
9956,ODC005ATDD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,345,,100
698,ODC005ATDT01,Test,Microsoft Windows Server 2008 R2 (64-bit),1,4,303,,100
9956,ODC005ATDT01,Test,Microsoft Windows Server 2008 R2 (64-bit),1,4,303,,100
4561,ODC005CAED01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,105,,100
357,ODC005CAET01,Test,Microsoft Windows Server 2008 R2 (64-bit),1,4,105,,100
874,ODC005CHWT01,Test,Microsoft Windows Server 2012 (64-bit),4,8,95,,100
3817,ODC005CHWT01,Test,Microsoft Windows Server 2012 (64-bit),4,8,95,,100
6200,ODC005CHWT01,Test,Microsoft Windows Server 2012 (64-bit),4,8,95,,100
9775,ODC005CHWT01,Test,Microsoft Windows Server 2012 (64-bit),4,8,95,,100
874,ODC005CHWT02,Test,Microsoft Windows Server 2012 (64-bit),2,8,97,,100
3817,ODC005CHWT02,Test,Microsoft Windows Server 2012 (64-bit),2,8,97,,100
6200,ODC005CHWT02,Test,Microsoft Windows Server 2012 (64-bit),2,8,97,,100
9775,ODC005CHWT02,Test,Microsoft Windows Server 2012 (64-bit),2,8,97,,100
874,ODC005CHWT03,Test,Microsoft Windows Server 2012 (64-bit),2,8,1650,,100
3817,ODC005CHWT03,Test,Microsoft Windows Server 2012 (64-bit),2,8,1650,,100
6200,ODC005CHWT03,Test,Microsoft Windows Server 2012 (64-bit),2,8,1650,,100
9775,ODC005CHWT03,Test,Microsoft Windows Server 2012 (64-bit),2,8,1650,,100
599,ODC005CLPD01,Development,Red Hat Enterprise Linux 6 (64-bit),1,4,77,,100
599,ODC005CLPD02,Development,Red Hat Enterprise Linux 6 (64-bit),1,4,87,,100
599,ODC005CLPD03,Development,Red Hat Enterprise Linux 6 (64-bit),1,8,162,,100
7365,ODC005CMDD01,Development,Microsoft Windows Server 2008 R2 (64-bit),4,16,185,,100
7365,ODC005CMDD02,Development,Microsoft Windows Server 2008 R2 (64-bit),4,16,181,,100
7365,ODC005CMDD03,Development,Microsoft Windows Server 2008 R2 (64-bit),2,8,305,,100
733,ODC005CMMD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,210,,100
733,ODC005CMMT01,Test,Microsoft Windows Server 2008 R2 (64-bit),1,4,210,,100
7086,ODC005CVFT01,Test,Red Hat Enterprise Linux 6 (64-bit),4,8,130,,100
7086,ODC005CVFT02,Test,Red Hat Enterprise Linux 6 (64-bit),8,32,180,,100
9308,ODC005CVFT02,Test,Red Hat Enterprise Linux 6 (64-bit),8,32,180,,100
7086,ODC005CVFT03,Test,Red Hat Enterprise Linux 6 (64-bit),8,32,180,,100
9308,ODC005CVFT03,Test,Red Hat Enterprise Linux 6 (64-bit),8,32,180,,100
7086,ODC005CVFT04,Test,Red Hat Enterprise Linux 6 (64-bit),8,32,180,,100
9308,ODC005CVFT04,Test,Red Hat Enterprise Linux 6 (64-bit),8,32,180,,100
586,ODC005DAST01,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
587,ODC005DAST01,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
592,ODC005DAST01,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
6891,ODC005DAST01,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
586,ODC005DAST02,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
587,ODC005DAST02,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
592,ODC005DAST02,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
6891,ODC005DAST02,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
586,ODC005DAST03,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
587,ODC005DAST03,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
592,ODC005DAST03,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
6891,ODC005DAST03,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
586,ODC005DAST04,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
587,ODC005DAST04,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
592,ODC005DAST04,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
6891,ODC005DAST04,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
586,ODC005DAST05,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
587,ODC005DAST05,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
592,ODC005DAST05,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
6891,ODC005DAST05,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
586,ODC005DAST06,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,739,,100
587,ODC005DAST06,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,739,,100
592,ODC005DAST06,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,739,,100
6891,ODC005DAST06,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,739,,100
586,ODC005DAST07,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
587,ODC005DAST07,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
592,ODC005DAST07,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
6891,ODC005DAST07,Test,Microsoft Windows Server 2008 R2 (64-bit),4,12,175,,100
6320,ODC005DIMD01,Development,Red Hat Enterprise Linux 6 (64-bit),2,8,205,,100
4939,ODC005ECUD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,275,,100
6735,ODC005ECUD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,275,,100
4938,ODC005EETT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,353,,100
6704,ODC005EETT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,353,,100
6807,ODC005EETT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,353,,100
7146,ODC005EETT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,353,,100
6422,ODC005EOTT01,Test,Red Hat Enterprise Linux 7 (64-bit),1,6,61,,100
6422,ODC005EOTT02,Test,Red Hat Enterprise Linux 7 (64-bit),2,6,96,,100
6422,ODC005EOTT03,Test,Red Hat Enterprise Linux 7 (64-bit),2,8,212,,100
-,ODC005FOTT01,Test,Red Hat Enterprise Linux 6 (64-bit),1,4,111,,100
-,ODC005FOTT02,Test,Red Hat Enterprise Linux 6 (64-bit),4,8,150,,100
6848,ODC005FTPD01,Development,Red Hat Enterprise Linux 6 (64-bit),1,2,91,,100
8975,ODC005FTPD01,Development,Red Hat Enterprise Linux 6 (64-bit),1,2,91,,100
3808,ODC005GIMT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
4918,ODC005GIMT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
7493,ODC005GIMT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
3808,ODC005GIMT02,Test,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
4918,ODC005GIMT02,Test,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
7493,ODC005GIMT02,Test,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
3808,ODC005GIMT03,Test,Microsoft Windows Server 2008 R2 (64-bit),4,16,1250,,100
4918,ODC005GIMT03,Test,Microsoft Windows Server 2008 R2 (64-bit),4,16,1250,,100
7493,ODC005GIMT03,Test,Microsoft Windows Server 2008 R2 (64-bit),4,16,1250,,100
7915,ODC005ICMD01,Development,Microsoft Windows Server 2008 R2 (64-bit),2,4,77,,100
7915,ODC005ICMD02,Development,Microsoft Windows Server 2008 R2 (64-bit),2,2,196,,100
9177,ODC005ILGD01,Development,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
9756,ODC005ILGD01,Development,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
9177,ODC005ILGD02,Development,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
9756,ODC005ILGD02,Development,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
7161,ODC005LNXT01,Test,SUSE Linux Enterprise 11 (64-bit),2,4,94,,100
3902,ODC005MFDD01,Development,Red Hat Enterprise Linux 6 (64-bit),2,4,135,,100
1631,ODC005MLST01,Test,Microsoft Windows Server 2012 (64-bit),2,8,165,,100
9316,ODC005PDBD01,Development,Microsoft Windows Server 2008 R2 (64-bit),2,8,149,,100
9316,odc005pdbt01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,201,,100
9316,odc005pdbt02,Test,Microsoft Windows Server 2008 R2 (64-bit),2,4,118,,100
-,ODC005PGMT01,Test,Red Hat Enterprise Linux 7 (64-bit),1,6,48,,100
-,ODC005PGMT02,Test,Red Hat Enterprise Linux 7 (64-bit),2,12,83,,100
8016,ODC005PTDDT01,Test,Red Hat Enterprise Linux 6 (64-bit),1,6,45,,100
8016,ODC005PTDDT02,Test,Red Hat Enterprise Linux 6 (64-bit),2,12,94,,100
8615,ODC005QMTS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,95,,100
8615,ODC005QMTS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,95,,100
8615,ODC005QMTS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,8,95,,100
8615,ODC005QMTS04,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,95,,100
8615,ODC005QMTS05,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,95,,100
8615,ODC005QMTS06,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,95,,100
8615,ODC005QMTS07,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,95,,100
8615,ODC005QMTS08,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,95,,100
8615,ODC005QMTS09,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,95,,100
8615,ODC005QMTS10,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,95,,100
9099,ODC005RMST01,Test,Microsoft Windows Server 2012 (64-bit),2,4,135,,100
9099,ODC005RMST02,Test,Microsoft Windows Server 2012 (64-bit),4,8,165,,100
9099,ODC005RMST03,Test,Microsoft Windows Server 2012 (64-bit),8,24,1470,,100
7222,ODC005SCLD01,Development,Red Hat Enterprise Linux 6 (64-bit),1,4,108,,100
7995,ODC005SCLD01,Development,Red Hat Enterprise Linux 6 (64-bit),1,4,108,,100
10695,ODC005SCLD01,Development,Red Hat Enterprise Linux 6 (64-bit),1,4,108,,100
6020,ODC005SCLT01,Test,Red Hat Enterprise Linux 6 (64-bit),2,8,113,,100
7024,ODC005SCLT01,Test,Red Hat Enterprise Linux 6 (64-bit),2,8,113,,100
7222,ODC005SCLT01,Test,Red Hat Enterprise Linux 6 (64-bit),2,8,113,,100
7263,ODC005SCLT01,Test,Red Hat Enterprise Linux 6 (64-bit),2,8,113,,100
7437,ODC005SCLT01,Test,Red Hat Enterprise Linux 6 (64-bit),2,8,113,,100
7995,ODC005SCLT01,Test,Red Hat Enterprise Linux 6 (64-bit),2,8,113,,100
10695,ODC005SCLT01,Test,Red Hat Enterprise Linux 6 (64-bit),2,8,113,,100
6020,ODC005SCLT02,Test,Microsoft Windows Server 2008 R2 (64-bit),1,4,150,,100
7024,ODC005SCLT02,Test,Microsoft Windows Server 2008 R2 (64-bit),1,4,150,,100
