App ID,VM,Host Environment,OS,# of CPUs,Memory,Disk (GB),DB Instance Count,PeakCPU%
9205,SHC003OMSP10,Production,Microsoft Windows Server 2008 R2 (64-bit),16,32,207,,100
11315,SHC003OMSP10,Production,Microsoft Windows Server 2008 R2 (64-bit),16,32,207,,100
1303,SHC003PAYP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,185,,100
1303,SHC003PAYT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,4,185,,100
9316,shc003pdbp01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,593,,100
6393,SHC003PNGP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
7189,SHC003PNGP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
9316,SHC003PNGP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
6393,SHC003PNGP03,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
7189,SHC003PNGP03,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
9316,SHC003PNGP03,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,180,,100
7039,SHC003RMAP01,Production,Microsoft Windows Server 2012 (64-bit),2,12,825,,100
7039,SHC003RMAP02,Production,Microsoft Windows Server 2012 (64-bit),2,12,475,,100
9099,SHC003RMSP01,Production,Microsoft Windows Server 2012 (64-bit),2,4,135,,100
9099,SHC003RMSP02,Production,Microsoft Windows Server 2012 (64-bit),4,8,165,,100
9099,SHC003RMSP03,Production,Microsoft Windows Server 2012 (64-bit),8,24,1470,,100
7655,SHC003SPKP01,Production,Red Hat Enterprise Linux 5 (64-bit),4,4,34,,100
781,SHC003SPSD01,Development,Microsoft Windows Server 2008 R2 (64-bit),6,128,2250,,100
9407,SHC003SPSD01,Development,Microsoft Windows Server 2008 R2 (64-bit),6,128,2250,,100
781,SHC003SPSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),6,128,2250,,100
9407,SHC003SPSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),6,128,2250,,100
781,SHC003SPSP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,64,693,,100
781,SHC003SPSP03,Production,Microsoft Windows Server 2008 R2 (64-bit),6,128,1420,,100
9407,SHC003SPSP03,Production,Microsoft Windows Server 2008 R2 (64-bit),6,128,1420,,100
9184,SHC003SPSP04,Production,Microsoft Windows Server 2012 (64-bit),4,96,2250,,100
9184,SHC003SPSP05,Production,Microsoft Windows Server 2012 (64-bit),4,96,2250,,100
1301,SHC003STAP01,Production,Microsoft Windows Server 2012 (64-bit),4,8,300,,100
1303,SHC003STAP01,Production,Microsoft Windows Server 2012 (64-bit),4,8,300,,100
1301,SHC003STAP02,Production,Microsoft Windows Server 2012 (64-bit),4,8,690,,100
1303,SHC003STAP02,Production,Microsoft Windows Server 2012 (64-bit),4,8,690,,100
8016,SHC003UDDP01,Production,Red Hat Enterprise Linux 6 (64-bit),1,6,45,,100
8016,SHC003UDDP02,Production,Red Hat Enterprise Linux 6 (64-bit),2,12,100,,100
7048,SHC003VAMS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,16,144,,100
7187,SHC003VAMS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,16,144,,100
8135,SHC003WLAP02,Production,Red Hat Enterprise Linux 6 (64-bit),4,8,145,,100
8135,SHC003WLAP03,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,145,,100
8135,SHC003WLAT02,Test,Red Hat Enterprise Linux 6 (64-bit),4,8,145,,100
8135,SHC003WLAT03,Test,Red Hat Enterprise Linux 6 (64-bit),2,4,145,,100
9184,SHC004AASP01,Production,Microsoft Windows Server 2012 (64-bit),2,16,627,,100
11362,SHC004AIEP01,Production,Other 2.6.x Linux (64-bit),4,4,244.14,,100
11362,SHC004AIEP02,Production,FreeBSD (64-bit),2,4,8,,100
11362,SHC004AIEP04,Production,Microsoft Windows Server 2008 R2 (64-bit),2,2,80,,100
11362,SHC004AIEP05,Production,Microsoft Windows Server 2008 R2 (64-bit),2,2,183,,100
11362,SHC004AIEP06,Production,Other 2.6.x Linux (64-bit),4,4,78.12,,100
3963,SHC004AMPP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,95,,100
3963,SHC004AMPP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,95,,100
698,SHC004ATDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,9250,,100
4939,SHC004ATDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,9250,,100
6970,SHC004ATDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,9250,,100
7102,SHC004ATDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,9250,,100
9035,SHC004ATDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,9250,,100
9956,SHC004ATDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,9250,,100
781,SHC004BAFP01,Production,Microsoft Windows Server 2012 (64-bit),4,16,5600,,100
9419,SHC004BAFP01,Production,Microsoft Windows Server 2012 (64-bit),4,16,5600,,100
781,SHC004BAWP01,Production,Microsoft Windows Server 2012 (64-bit),4,8,85,,100
781,SHC004BAWP02,Production,Microsoft Windows Server 2012 (64-bit),4,8,85,,100
356,SHC004CAEP01,Production,Red Hat Enterprise Linux 6 (64-bit),16,32,2180,,100
688,SHC004CDBP01,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,387,,100
5896,SHC004CDBP01,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,387,,100
781,SHC004CTSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,170,,100
7086,SHC004CVFT01,Test,Red Hat Enterprise Linux 6 (64-bit),6,24,131,,100
9308,SHC004CVFT01,Test,Red Hat Enterprise Linux 6 (64-bit),6,24,131,,100
5229,SHC004DATP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,2,89,,100
7174,SHC004DCMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,255,,100
8315,SHC004DLPP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,245,,100
8315,SHC004DLPP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,165,,100
8315,SHC004DLPP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,165,,100
8315,SHC004DLPP04,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,165,,100
8315,SHC004DLPP05,Production,Microsoft Windows Server 2012 (64-bit),4,16,145,,100
9716,SHC004DLPP05,Production,Microsoft Windows Server 2012 (64-bit),4,16,145,,100
781,SHC004DTSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,170,,100
940,SHC004EESP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2470,,100
4939,SHC004EESP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2470,,100
6461,SHC004EESP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2470,,100
7200,SHC004EMSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,613,,100
7200,SHC004EMSP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,2170,,100
7200,SHC004EMSP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,90,,100
5896,SHC004EQAS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,96,,100
9100,SHC004EQAS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,96,,100
5896,SHC004EQAS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,136,,100
9100,SHC004EQAS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,136,,100
5896,SHC004EQAS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,645,,100
9100,SHC004EQAS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,645,,100
6848,SHC004FAZP01,Production,FortiAnalyzer-VM64 v5.2.3-build0724 150731 (GA),4,16,82,,100
6848,SHC004FMGP01,Production,FortiManager-VM64 v5.2.6-build0753 160317 (GA),2,4,82,,100
7389,SHC004FSCP01,Production,-,1,8,63,,100
7389,SHC004FSCP02,Production,Red Hat Enterprise Linux 6 (64-bit),2,12,102,,100
9240,SHC004FVMP01,Production,CentOS 4/5/6/7 (64-bit),2,4,55,,100
3808,SHC004GIMS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
4918,SHC004GIMS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
7493,SHC004GIMS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,4,235,,100
3808,SHC004GIMS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
4918,SHC004GIMS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
7493,SHC004GIMS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,16,265,,100
3808,SHC004GIMS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,24,6560,,100
4918,SHC004GIMS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,24,6560,,100
7493,SHC004GIMS03,Staging,Microsoft Windows Server 2008 R2 (64-bit),4,24,6560,,100
129,SHC004GLOS01,Staging,Red Hat Enterprise Linux 6 (64-bit),1,6,56,,100
129,SHC004GLOS02,Staging,Red Hat Enterprise Linux 6 (64-bit),1,8,91,,100
7086,SHC004HSMP01,Production,Microsoft Windows Server 2012 (64-bit),1,4,141,,100
7915,SHC004ICMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,94,,100
7915,SHC004ICMP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,204,,100
9177,SHC004ILGP01,Production,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
9756,SHC004ILGP01,Production,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
9177,SHC004ILGP02,Production,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
9756,SHC004ILGP02,Production,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
9177,SHC004ILGP03,Production,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
9756,SHC004ILGP03,Production,Microsoft Windows Server 2012 (64-bit),2,8,95,,100
7077,SHC004JATP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,12,1320,,100
-,SHC004LIEP01,Production,Microsoft Windows Server 2012 (64-bit),2,8,165,,100
9407,SHC004LISP01,Production,Red Hat Enterprise Linux 6 (64-bit),4,96,3040,,100
7161,SHC004LNXD01,Production,Red Hat Enterprise Linux 7 (64-bit),1,4,72,,100
7487,SHC004MAEP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,803,,100
6932,SHC004MBHP01,Production,CentOS 4/5/6/7 (64-bit),4,4,110,,100
6932,SHC004MBHP02,Production,CentOS 4/5/6/7 (64-bit),4,4,110,,100
1186,SHC004MLBS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,8,93,,100
1187,SHC004MLBS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,8,93,,100
8795,SHC004MLBS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,8,93,,100
1186,SHC004MLBS02,Staging,Red Hat Enterprise Linux 6 (64-bit),4,16,804,,100
1187,SHC004MLBS02,Staging,Red Hat Enterprise Linux 6 (64-bit),4,16,804,,100
8795,SHC004MLBS02,Staging,Red Hat Enterprise Linux 6 (64-bit),4,16,804,,100
7168,SHC004MSLP01,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,205,,100
7168,SHC004MSLP02,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,205,,100
7168,SHC004MSLP03,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,205,,100
7168,SHC004MSLP05,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,358,,100
7168,SHC004MSLP06,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,358,,100
7168,SHC004MSLP07,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,358,,100
7168,SHC004MSLP08,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,358,,100
7168,SHC004MSLP09,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,255,,100
7168,SHC004MSLP10,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,245,,100
7168,SHC004MSLP11,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,245,,100
7168,SHC004MSLP12,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,205,,100
7168,SHC004MSLP14,Production,Microsoft Windows Server 2008 R2 (64-bit),8,32,610,,100
7168,SHC004MSLP15,Production,Microsoft Windows Server 2008 R2 (64-bit),16,32,245,,100
9995,SHC004MTSP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,183,,100
9995,SHC004MTSP02,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,199,,100
7081,SHC004NKRP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,177,,100
10335,SHC004NKRP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,177,,100
7081,SHC004NKRP02,Production,Red Hat Enterprise Linux 6 (64-bit),8,64,1140,,100
10335,SHC004NKRP02,Production,Red Hat Enterprise Linux 6 (64-bit),8,64,1140,,100
7081,SHC004NKRP03,Production,SUSE Linux Enterprise 11 (64-bit),4,8,868,,100
10335,SHC004NKRP03,Production,SUSE Linux Enterprise 11 (64-bit),4,8,868,,100
7081,SHC004NKRP05,Production,Red Hat Enterprise Linux 6 (64-bit),8,24,1130,,100
10335,SHC004NKRP05,Production,Red Hat Enterprise Linux 6 (64-bit),8,24,1130,,100
7081,SHC004NKRP06,Production,-,8,24,1130,,100
10335,SHC004NKRP06,Production,-,8,24,1130,,100
7081,SHC004NKRP12,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,157,,100
10335,SHC004NKRP12,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,157,,100
7081,SHC004NKRP13,Production,-,1,8,84,,100
10335,SHC004NKRP13,Production,-,1,8,84,,100
7180,SHC004NPMP01,Production,Microsoft Windows Server 2012 (64-bit),2,8,3990,,100
1216,SHC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
1641,SHC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
1646,SHC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
5041,SHC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
6157,SHC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
7196,SHC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
7575,SHC004OBTS01,Staging,Red Hat Enterprise Linux 6 (64-bit),2,4,49,,100
4935,SHC004OGCP01,Production,CentOS 4/5/6/7 (64-bit),1,4,31,,100
9416,SHC004OGCP01,Production,CentOS 4/5/6/7 (64-bit),1,4,31,,100
4935,SHC004OGCP02,Production,CentOS 4/5/6/7 (64-bit),2,8,215,,100
9416,SHC004OGCP02,Production,CentOS 4/5/6/7 (64-bit),2,8,215,,100
4935,SHC004OGCP021,Production,Microsoft Windows Server 2012 (64-bit),2,16,6700,,100
4935,SHC004OGCP022,Production,Microsoft Windows Server 2012 (64-bit),2,16,6700,,100
4935,SHC004OGCP023,Production,Microsoft Windows Server 2012 (64-bit),2,16,6700,,100
4935,SHC004OGCP024,Production,Microsoft Windows Server 2012 (64-bit),2,16,6700,,100
4935,SHC004OGCP03,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP03,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP04,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP04,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP05,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP05,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP06,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP06,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP07,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP07,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP08,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP08,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP09,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP09,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP10,Production,Microsoft Windows Server 2008 R2 (64-bit),4,12,16350,,100
4935,SHC004OGCP11,Production,Microsoft Windows Server 2012 (64-bit),8,16,225,,100
4935,SHC004OGCP12,Production,Microsoft Windows Server 2012 (64-bit),8,16,225,,100
4935,SHC004OGCP13,Production,Microsoft Windows Server 2012 (64-bit),6,32,4840,,100
4935,SHC004OGCP14,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP14,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP15,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP15,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
4935,SHC004OGCP16,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
9416,SHC004OGCP16,Production,CentOS 4/5/6/7 (64-bit),4,16,2120,,100
7075,SHC004PCFP08,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,285,,100
7075,SHC004PCFP09,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,135,,100
9316,shc004pdbs01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,300,,100
8415,SHC004PDLP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,105,,100
9166,SHC004PDLP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,105,,100
5896,shc004pdmp01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,265,,100
4140,SHC004PDMS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,152,,100
4944,SHC004PDMS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,340,,100
5896,SHC004PDMS02,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,340,,100
7075,SHC004PFCP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,175,,100
7075,SHC004PFCP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,175,,100
7075,SHC004PFCP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,175,,100
7075,SHC004PFCP04,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,175,,100
7075,SHC004PFCP05,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,175,,100
7075,SHC004PFCP06,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,175,,100
7075,SHC004PFCP07,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,175,,100
7075,SHC004PFCP10,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,185,,100
7075,SHC004PFCP11,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,185,,100
7075,SHC004PFCP12,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,185,,100
7039,SHC004PROP01,Production,Red Hat Enterprise Linux 6 (64-bit),1,2,42,,100
7039,SHC004QCAP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,32,185,,100
7039,SHC004QCAP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,32,386,,100
7039,SHC004QCAP03,Production,Microsoft Windows Server 2008 R2 (64-bit),4,14,170,,100
7081,SHC004RERP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,2820,,100
7140,SHC004RERP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,2820,,100
7161,SHC004RERP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,4,2820,,100
7039,SHC004RMAP03,Production,Microsoft Windows Server 2012 (64-bit),2,12,375,,100
7039,SHC004RMAP04,Production,Microsoft Windows Server 2012 (64-bit),2,12,325,,100
9099,SHC004RMSS01,Staging,Microsoft Windows Server 2012 (64-bit),2,4,135,,100
9099,SHC004RMSS02,Staging,Microsoft Windows Server 2012 (64-bit),4,8,165,,100
9099,SHC004RMSS03,Staging,Microsoft Windows Server 2012 (64-bit),8,24,1470,,100
5155,SHC004SFTP01,Production,Red Hat Enterprise Linux 6 (64-bit),1,4,145,,100
5982,SHC004SIMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,185,,100
7412,SHC004SLMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,185,,100
8238,SHC004SOAP01,Production,Other 2.6.x Linux (64-bit),2,16,1130,,100
8238,SHC004SOAP02,Production,Other 2.6.x Linux (64-bit),2,16,1070,,100
8238,SHC004SOAP03,Production,Debian GNU/Linux 5 (64-bit),2,8,701,,100
8238,SHC004SOAP04,Production,Red Hat Enterprise Linux 6 (64-bit),1,4,536,,100
8238,SHC004SOAP05,Production,Red Hat Enterprise Linux 6 (64-bit),1,4,536,,100
8238,SHC004SOAP06,Production,Red Hat Enterprise Linux 6 (64-bit),1,4,536,,100
8238,SHC004SOAP07,Production,Red Hat Enterprise Linux 6 (64-bit),1,8,494,,100
8238,SHC004SOAS01,Staging,Other 2.6.x Linux (64-bit),2,16,84,,100
8238,SHC004SOAS02,Staging,Other 2.6.x Linux (64-bit),2,16,84,,100
8238,SHC004SOAS03,Staging,Debian GNU/Linux 5 (64-bit),2,8,110,,100
8238,SHC004SOAS04,Staging,Red Hat Enterprise Linux 6 (64-bit),1,4,71,,100
8238,SHC004SOAS05,Staging,Red Hat Enterprise Linux 6 (64-bit),1,8,494,,100
6891,SHC004SPLP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
7053,SHC004SPLP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
8615,SHC004SPLP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,175,,100
6891,SHC004SPLP02A,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,484.04,,100
7053,SHC004SPLP02A,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,484.04,,100
8615,SHC004SPLP02A,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,484.04,,100
6891,SHC004SPLP02B,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,484.04,,100
7053,SHC004SPLP02B,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,484.04,,100
8615,SHC004SPLP02B,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,484.04,,100
7081,SHC004SRSP01,Production,-,1,4,64,,100
7081,SHC004SRSP02,Production,-,1,4,64,,100
7081,SHC004SRSP03,Production,SUSE Linux Enterprise 11 (64-bit),1,4,64,,100
7081,SHC004SRSP04,Production,-,1,4,64,,100
7081,SHC004SRSP05,Production,-,1,4,64,,100
7081,SHC004SRSP06,Production,-,1,4,64,,100
7081,SHC004SRSP07,Production,-,1,4,64,,100
7081,SHC004SRSP08,Production,-,1,4,64,,100
7081,SHC004SRSP09,Production,-,1,4,64,,100
7081,SHC004SRSP10,Production,-,1,4,64,,100
9407,SHC004STSP01,Production,Microsoft Windows Server 2012 (64-bit),4,96,3200,,100
7081,SHC004UNIP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,230.04,,100
7048,SHC004VAMS01,Staging,Microsoft Windows Server 2012 (64-bit),2,8,145,,100
7187,SHC004VAMS01,Staging,Microsoft Windows Server 2012 (64-bit),2,8,145,,100
7048,SHC004VAMS02,Staging,Microsoft Windows Server 2012 (64-bit),4,16,250,,100
7187,SHC004VAMS02,Staging,Microsoft Windows Server 2012 (64-bit),4,16,250,,100
7048,SHC004VAMS03,Staging,Microsoft Windows Server 2012 (64-bit),4,16,2580,,100
7187,SHC004VAMS03,Staging,Microsoft Windows Server 2012 (64-bit),4,16,2580,,100
7048,SHC004VAMS04,Staging,Microsoft Windows Server 2012 (64-bit),2,8,585,,100
7187,SHC004VAMS04,Staging,Microsoft Windows Server 2012 (64-bit),2,8,585,,100
7048,SHC004VAMS05,Staging,Microsoft Windows Server 2012 (64-bit),4,16,2010,,100
7187,SHC004VAMS05,Staging,Microsoft Windows Server 2012 (64-bit),4,16,2010,,100
7157,SHC004VOMP01,Production,SUSE Linux Enterprise 11 (64-bit),16,48,2130,,100
7317,SHC004WCMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,525,,100
8057,SHC004WCMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,525,,100
4655,SHC004WMSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,535,,100
9353,SHC004WMSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,535,,100
9407,SHC004WSSP01,Production,Microsoft Windows Server 2012 (64-bit),2,32,1100,,100
9407,SHC004WSSP02,Production,Microsoft Windows Server 2012 (64-bit),2,32,105,,100
8856,SHC004XDMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,108,,100
8856,SHC004XDMP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,315,,100
7141,SHC004YUMP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,2,536,,100
7161,SHC004YUMP01,Production,Red Hat Enterprise Linux 6 (64-bit),2,2,536,,100
11362,SHC005AIET01,Test,Other 2.6.x Linux (64-bit),2,4,244.14,,100
698,SHC005ALMD01,Development,Red Hat Enterprise Linux 6 (64-bit),4,20,140,,100
9413,SHC005ALMD01,Development,Red Hat Enterprise Linux 6 (64-bit),4,20,140,,100
874,SHC005CHWT01,Test,Microsoft Windows Server 2012 (64-bit),4,8,95,,100
3817,SHC005CHWT01,Test,Microsoft Windows Server 2012 (64-bit),4,8,95,,100
6200,SHC005CHWT01,Test,Microsoft Windows Server 2012 (64-bit),4,8,95,,100
9775,SHC005CHWT01,Test,Microsoft Windows Server 2012 (64-bit),4,8,95,,100
874,SHC005CHWT02,Test,Microsoft Windows Server 2012 (64-bit),2,8,107,,100
3817,SHC005CHWT02,Test,Microsoft Windows Server 2012 (64-bit),2,8,107,,100
6200,SHC005CHWT02,Test,Microsoft Windows Server 2012 (64-bit),2,8,107,,100
9775,SHC005CHWT02,Test,Microsoft Windows Server 2012 (64-bit),2,8,107,,100
874,SHC005CHWT03,Test,Microsoft Windows Server 2012 (64-bit),2,8,1650,,100
3817,SHC005CHWT03,Test,Microsoft Windows Server 2012 (64-bit),2,8,1650,,100
6200,SHC005CHWT03,Test,Microsoft Windows Server 2012 (64-bit),2,8,1650,,100
9775,SHC005CHWT03,Test,Microsoft Windows Server 2012 (64-bit),2,8,1650,,100
874,SHC005CHWT04,Test,Microsoft Windows Server 2012 (64-bit),2,8,97,,100
3817,SHC005CHWT04,Test,Microsoft Windows Server 2012 (64-bit),2,8,97,,100
6200,SHC005CHWT04,Test,Microsoft Windows Server 2012 (64-bit),2,8,97,,100
9775,SHC005CHWT04,Test,Microsoft Windows Server 2012 (64-bit),2,8,97,,100
6320,SHC005DIMD01,Development,Microsoft Windows Server 2012 (64-bit),4,16,305,,100
6320,SHC005DIMD02,Development,Microsoft Windows Server 2012 (64-bit),2,8,225,,100
6320,SHC005DIMD03,Development,Microsoft Windows Server 2012 (64-bit),4,16,485,,100
6320,SHC005DIMD04,Development,Microsoft Windows Server 2012 (64-bit),2,8,217,,100
-,SHC005DSCT01,Test,Red Hat Enterprise Linux 7 (64-bit),1,6,61,,100
-,SHC005DSCT02,Test,Red Hat Enterprise Linux 7 (64-bit),2,12,143,,100
