,App ID,VM,Host Environment,OS,# of CPUs,PeakCPU%,Memory,MemUsed,Disk (GB),Environment,Target Region,DB Instance Count,RDS,cores_calc,calc_family,mem_cpu_ratio,AWS_Region,AWS_OS,ec2_instance_type,one_hr_rate,one_yr_rate,three_yr_rate,AWS_DB,ebs_month_rate
17,3963,CLMWD021,Development,Microsoft Windows Server 2003 (32-bit),1,1,4,4,223.04,,,,False,2.0,c,2.0,us-east-1,Windows,c5.large,0.177,1244.0,3232.0,,33.67904
18,6015,clmwd024,Development,Microsoft Windows Server 2003 (32-bit),1,1,4,4,224.0,,,,False,2.0,c,2.0,us-east-1,Windows,c5.large,0.177,1244.0,3232.0,,33.824
19,6834,clmwd024,Development,Microsoft Windows Server 2003 (32-bit),1,1,4,4,224.0,,,,False,2.0,c,2.0,us-east-1,Windows,c5.large,0.177,1244.0,3232.0,,33.824
20,6891,COMWT005,Test,Microsoft Windows Server 2008 R2 (64-bit),4,1,8,8,245.0,,,,False,5.0,c,1.6,us-east-1,Windows,c5.2xlarge,0.708,4975.0,12930.0,,36.995
21,7157,COMWT005,Test,Microsoft Windows Server 2008 R2 (64-bit),4,1,8,8,245.0,,,,False,5.0,c,1.6,us-east-1,Windows,c5.2xlarge,0.708,4975.0,12930.0,,36.995
22,6891,COMWT006,Test,Microsoft Windows Server 2008 R2 (64-bit),4,1,8,8,723.0,,,,False,5.0,c,1.6,us-east-1,Windows,c5.2xlarge,0.708,4975.0,12930.0,,109.173
23,7157,COMWT006,Test,Microsoft Windows Server 2008 R2 (64-bit),4,1,8,8,723.0,,,,False,5.0,c,1.6,us-east-1,Windows,c5.2xlarge,0.708,4975.0,12930.0,,109.173
24,6891,CTCD001CPCD01,Development,Microsoft Windows Server 2008 R2 (64-bit),4,1,8,8,168.0,,,,False,5.0,c,1.6,us-east-1,Windows,c5.2xlarge,0.708,4975.0,12930.0,,25.368
25,6891,CTCD001CPCD02,Development,Microsoft Windows Server 2008 R2 (64-bit),4,1,8,8,294.0,,,,False,5.0,c,1.6,us-east-1,Windows,c5.2xlarge,0.708,4975.0,12930.0,,44.394
26,5615,CTCD001EPMP01,Production,Microsoft Windows Server 2008 (64-bit),4,1,16,16,131.99,,,,False,5.0,c,3.2,us-east-1,Windows,c5.2xlarge,0.708,4975.0,12930.0,,19.930490000000002
27,5615,CTCD001EPMP02,Production,Microsoft Windows Server 2008 (64-bit),4,1,24,24,2020.0,,,,False,5.0,r,4.8,us-east-1,Windows,x1e.2xlarge,2.036,11628.0,21936.0,,305.02
28,5615,CTCD001EPMP03,Production,Microsoft Windows Server 2008 (64-bit),4,1,16,16,164.01,,,,False,5.0,c,3.2,us-east-1,Windows,c5.2xlarge,0.708,4975.0,12930.0,,24.76551
29,7085,CTCD001GDMD01,Development,Red Hat Enterprise Linux 5 (64-bit),2,1,6,6,47.7,,,,False,3.0,c,2.0,us-east-1,RHEL,c5.xlarge,0.23,1401.0,3206.0,,7.2027
30,7161,CTCD001GDMD01,Development,Red Hat Enterprise Linux 5 (64-bit),2,1,6,6,47.7,,,,False,3.0,c,2.0,us-east-1,RHEL,c5.xlarge,0.23,1401.0,3206.0,,7.2027
31,5855,ctcd001pait01,Test,Red Hat Enterprise Linux 5 (64-bit),2,1,4,4,41.0,,,,False,3.0,c,1.3333333333333333,us-east-1,RHEL,c5.xlarge,0.23,1401.0,3206.0,,6.191
32,7161,ctcd001pait01,Test,Red Hat Enterprise Linux 5 (64-bit),2,1,4,4,41.0,,,,False,3.0,c,1.3333333333333333,us-east-1,RHEL,c5.xlarge,0.23,1401.0,3206.0,,6.191
33,5855,ctcd001pait02,Test,Red Hat Enterprise Linux 5 (64-bit),2,1,4,4,50.0,,,,False,3.0,c,1.3333333333333333,us-east-1,RHEL,c5.xlarge,0.23,1401.0,3206.0,,7.55
34,7161,ctcd001pait02,Test,Red Hat Enterprise Linux 5 (64-bit),2,1,4,4,50.0,,,,False,3.0,c,1.3333333333333333,us-east-1,RHEL,c5.xlarge,0.23,1401.0,3206.0,,7.55
35,5855,ctcd001pait03,Test,Red Hat Enterprise Linux 5 (64-bit),2,1,4,4,149.0,,,,False,3.0,c,1.3333333333333333,us-east-1,RHEL,c5.xlarge,0.23,1401.0,3206.0,,22.499
36,7161,ctcd001pait03,Test,Red Hat Enterprise Linux 5 (64-bit),2,1,4,4,149.0,,,,False,3.0,c,1.3333333333333333,us-east-1,RHEL,c5.xlarge,0.23,1401.0,3206.0,,22.499
37,3968,CTCH001JTDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,1,4,4,610.0,,,,False,3.0,c,1.3333333333333333,us-east-1,Windows,c5.xlarge,0.354,2487.0,6465.0,,92.11
38,4944,CTCH001JTDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,1,4,4,610.0,,,,False,3.0,c,1.3333333333333333,us-east-1,Windows,c5.xlarge,0.354,2487.0,6465.0,,92.11
39,5896,CTCH001JTDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,1,4,4,610.0,,,,False,3.0,c,1.3333333333333333,us-east-1,Windows,c5.xlarge,0.354,2487.0,6465.0,,92.11
40,9265,fusdet01dccp010,Production,Microsoft Windows Server 2008 R2 (64-bit),2,1,4,4,70.0,,,,False,3.0,c,1.3333333333333333,us-east-1,Windows,c5.xlarge,0.354,2487.0,6465.0,,10.57
41,9265,fusdet01dccp020,Production,Microsoft Windows Server 2008 R2 (64-bit),2,1,4,4,70.0,,,,False,3.0,c,1.3333333333333333,us-east-1,Windows,c5.xlarge,0.354,2487.0,6465.0,,10.57
42,5057,HRDLNMP002,Production,SUSE Linux Enterprise 10 (64-bit),4,1,6,6,327.0,,,,False,5.0,c,1.2,us-east-1,Linux,c5.2xlarge,0.34,1751.0,3259.0,,49.376999999999995
43,7218,IBDSDCP01,Production,Linux 2.6.32.8 Fedora release 12 (Constantine),8,1,24,24,160.0,,,,False,9.0,c,2.6666666666666665,us-east-1,Linux,c5.4xlarge,0.68,3503.0,6518.0,,24.16
